id,dataset_type,description,ai_taxonomy,current_erms_taxonomy,raw_meta_data,ai_taxonomy_detail,ai_root_cause,ai_enrichment
446,controls,Performance degradation in Client Portal impacting client disruption,Cyber Risk,OR-003: Human Error,"{""metadata"": {""source"": ""system"", ""priority"": ""P3"", ""assigned_to"": ""user_143"", ""tags"": [""monitoring"", ""resolved"", ""review""]}, ""financial_impact"": {""amount"": 349146.98, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-19T13:09:20.133897"", ""acknowledged"": ""2025-08-20T13:09:20.133898"", ""resolved"": null}}","{""status"": ""resolved"", ""severity"": ""medium"", ""created_date"": ""2024-10-24T13:09:20.133901""}","{""detailed_analysis"": {""root_cause_category"": ""external_factor"", ""contributing_factors"": [""process_deviation"", ""technical_debt"", ""system_overload""], ""risk_indicators"": {""probability"": 0.38635595709019077, ""impact_score"": 7, ""risk_rating"": ""Very High""}}, ""remediation"": {""immediate_actions"": [""Action 1: Data correction"", ""Action 2: Manual override"", ""Action 3: Data correction""], ""long_term_solutions"": [""Solution 1: Training program"", ""Solution 2: Control enhancement""]}, ""stakeholders"": {""business_owner"": ""manager_68"", ""technical_lead"": ""tech_85"", ""risk_reviewer"": ""risk_90""}}","{""metadata"": {""source"": ""external"", ""priority"": ""P4"", ""assigned_to"": ""user_422"", ""tags"": [""review""]}, ""financial_impact"": {""amount"": 557986.62, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-18T13:09:20.133911"", ""acknowledged"": ""2025-08-26T13:09:20.133911"", ""resolved"": null}}"
447,controls,System outage in Settlement System affecting service unavailability,Liquidity Risk,MR-001: Interest Rate Risk,"{""metadata"": {""source"": ""manual"", ""priority"": ""P1"", ""assigned_to"": ""user_719"", ""tags"": [""urgent"", ""escalated""]}, ""financial_impact"": {""amount"": 751687.4, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-14T13:09:20.133917"", ""acknowledged"": ""2025-09-05T13:09:20.133918"", ""resolved"": null}}","{""status"": ""resolved"", ""severity"": ""medium"", ""created_date"": ""2024-10-17T13:09:20.133921""}","{""detailed_analysis"": {""root_cause_category"": ""process_gap"", ""contributing_factors"": [""inadequate_training"", ""technical_debt""], ""risk_indicators"": {""probability"": 0.42686113759978705, ""impact_score"": 6, ""risk_rating"": ""Medium""}}, ""remediation"": {""immediate_actions"": [""Action 1: Data correction"", ""Action 2: System restart""], ""long_term_solutions"": [""Solution 1: System upgrade""]}, ""stakeholders"": {""business_owner"": ""manager_73"", ""technical_lead"": ""tech_48"", ""risk_reviewer"": ""risk_14""}}","{""metadata"": {""source"": ""manual"", ""priority"": ""P4"", ""assigned_to"": ""user_992"", ""tags"": [""monitoring"", ""urgent"", ""review""]}, ""financial_impact"": {""amount"": 645483.95, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-27T13:09:20.133930"", ""acknowledged"": ""2025-09-05T13:09:20.133931"", ""resolved"": ""2025-08-21T13:09:20.133932""}}"
448,controls,System outage in CRM System affecting reputation damage,Liquidity Risk,OR-003: Human Error,"{""metadata"": {""source"": ""manual"", ""priority"": ""P3"", ""assigned_to"": ""user_503"", ""tags"": [""escalated""]}, ""financial_impact"": {""amount"": 647263.03, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-11T13:09:20.133938"", ""acknowledged"": ""2025-08-25T13:09:20.133939"", ""resolved"": null}}","{""status"": ""active"", ""severity"": ""high"", ""created_date"": ""2025-02-25T13:09:20.133942""}","{""detailed_analysis"": {""root_cause_category"": ""system_failure"", ""contributing_factors"": [""process_deviation""], ""risk_indicators"": {""probability"": 0.7759427382182233, ""impact_score"": 4, ""risk_rating"": ""Very High""}}, ""remediation"": {""immediate_actions"": [""Action 1: Process bypass"", ""Action 2: System restart"", ""Action 3: Data correction""], ""long_term_solutions"": [""Solution 1: Control enhancement""]}, ""stakeholders"": {""business_owner"": ""manager_17"", ""technical_lead"": ""tech_64"", ""risk_reviewer"": ""risk_36""}}","{""metadata"": {""source"": ""external"", ""priority"": ""P4"", ""assigned_to"": ""user_480"", ""tags"": [""urgent"", ""escalated""]}, ""financial_impact"": {""amount"": 894649.8, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-11T13:09:20.133951"", ""acknowledged"": ""2025-08-17T13:09:20.133952"", ""resolved"": ""2025-08-24T13:09:20.133953""}}"
449,controls,Data quality issue in Trading Platform leading to regulatory concern,Reputational Risk,CR-001: Default Risk,"{""metadata"": {""source"": ""manual"", ""priority"": ""P1"", ""assigned_to"": ""user_509"", ""tags"": [""escalated"", ""review""]}, ""financial_impact"": {""amount"": 841264.2, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-17T13:09:20.133959"", ""acknowledged"": ""2025-09-05T13:09:20.133960"", ""resolved"": ""2025-08-22T13:09:20.133961""}}","{""status"": ""active"", ""severity"": ""critical"", ""created_date"": ""2024-09-18T13:09:20.133964""}","{""detailed_analysis"": {""root_cause_category"": ""system_failure"", ""contributing_factors"": [""vendor_issue"", ""process_deviation"", ""system_overload""], ""risk_indicators"": {""probability"": 0.4897682244133822, ""impact_score"": 7, ""risk_rating"": ""Medium""}}, ""remediation"": {""immediate_actions"": [""Action 1: Data correction""], ""long_term_solutions"": [""Solution 1: System upgrade"", ""Solution 2: Training program""]}, ""stakeholders"": {""business_owner"": ""manager_42"", ""technical_lead"": ""tech_96"", ""risk_reviewer"": ""risk_84""}}","{""metadata"": {""source"": ""manual"", ""priority"": ""P2"", ""assigned_to"": ""user_877"", ""tags"": [""review""]}, ""financial_impact"": {""amount"": 804112.22, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-27T13:09:20.133973"", ""acknowledged"": ""2025-08-20T13:09:20.133974"", ""resolved"": null}}"
450,controls,Security breach detected in Settlement System with client disruption,Market Risk,LR-001: Funding Risk,"{""metadata"": {""source"": ""external"", ""priority"": ""P3"", ""assigned_to"": ""user_579"", ""tags"": [""monitoring""]}, ""financial_impact"": {""amount"": 574610.63, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-21T13:09:20.133979"", ""acknowledged"": ""2025-08-19T13:09:20.133980"", ""resolved"": ""2025-08-20T13:09:20.133981""}}","{""status"": ""resolved"", ""severity"": ""high"", ""created_date"": ""2025-03-30T13:09:20.133984""}","{""detailed_analysis"": {""root_cause_category"": ""human_error"", ""contributing_factors"": [""communication_breakdown"", ""process_deviation"", ""system_overload""], ""risk_indicators"": {""probability"": 0.929055596387069, ""impact_score"": 4, ""risk_rating"": ""Low""}}, ""remediation"": {""immediate_actions"": [""Action 1: Manual override"", ""Action 2: Process bypass""], ""long_term_solutions"": [""Solution 1: Process redesign""]}, ""stakeholders"": {""business_owner"": ""manager_28"", ""technical_lead"": ""tech_85"", ""risk_reviewer"": ""risk_33""}}","{""metadata"": {""source"": ""external"", ""priority"": ""P1"", ""assigned_to"": ""user_615"", ""tags"": [""monitoring"", ""review"", ""resolved""]}, ""financial_impact"": {""amount"": 158300.39, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-14T13:09:20.133993"", ""acknowledged"": ""2025-08-26T13:09:20.133994"", ""resolved"": ""2025-09-03T13:09:20.133995""}}"
451,controls,Compliance violation in Settlement System causing service unavailability,Operational Risk,CR-001: Default Risk,"{""metadata"": {""source"": ""external"", ""priority"": ""P4"", ""assigned_to"": ""user_222"", ""tags"": [""monitoring""]}, ""financial_impact"": {""amount"": 764333.86, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-09T13:09:20.134001"", ""acknowledged"": ""2025-08-23T13:09:20.134002"", ""resolved"": ""2025-08-27T13:09:20.134003""}}","{""status"": ""pending"", ""severity"": ""medium"", ""created_date"": ""2025-06-30T13:09:20.134006""}","{""detailed_analysis"": {""root_cause_category"": ""human_error"", ""contributing_factors"": [""system_overload"", ""process_deviation"", ""vendor_issue""], ""risk_indicators"": {""probability"": 0.9515639849088169, ""impact_score"": 10, ""risk_rating"": ""Low""}}, ""remediation"": {""immediate_actions"": [""Action 1: Data correction""], ""long_term_solutions"": [""Solution 1: Training program"", ""Solution 2: Control enhancement""]}, ""stakeholders"": {""business_owner"": ""manager_22"", ""technical_lead"": ""tech_88"", ""risk_reviewer"": ""risk_72""}}","{""metadata"": {""source"": ""external"", ""priority"": ""P1"", ""assigned_to"": ""user_725"", ""tags"": [""urgent"", ""review"", ""monitoring""]}, ""financial_impact"": {""amount"": 961443.66, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-30T13:09:20.134015"", ""acknowledged"": ""2025-08-31T13:09:20.134016"", ""resolved"": null}}"
452,controls,Failed transaction processing in Payment Gateway resulting in financial loss,Technology Risk,CR-003: Settlement Risk,"{""metadata"": {""source"": ""manual"", ""priority"": ""P2"", ""assigned_to"": ""user_359"", ""tags"": [""escalated"", ""review""]}, ""financial_impact"": {""amount"": 882725.57, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-17T13:09:20.134022"", ""acknowledged"": ""2025-08-26T13:09:20.134023"", ""resolved"": ""2025-09-03T13:09:20.134024""}}","{""status"": ""active"", ""severity"": ""critical"", ""created_date"": ""2025-02-25T13:09:20.134027""}","{""detailed_analysis"": {""root_cause_category"": ""system_failure"", ""contributing_factors"": [""technical_debt""], ""risk_indicators"": {""probability"": 0.32583695202432794, ""impact_score"": 4, ""risk_rating"": ""High""}}, ""remediation"": {""immediate_actions"": [""Action 1: Data correction"", ""Action 2: Manual override""], ""long_term_solutions"": [""Solution 1: Control enhancement""]}, ""stakeholders"": {""business_owner"": ""manager_24"", ""technical_lead"": ""tech_33"", ""risk_reviewer"": ""risk_54""}}","{""metadata"": {""source"": ""external"", ""priority"": ""P1"", ""assigned_to"": ""user_194"", ""tags"": [""review"", ""monitoring"", ""escalated""]}, ""financial_impact"": {""amount"": 229420.18, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-24T13:09:20.134036"", ""acknowledged"": ""2025-08-25T13:09:20.134036"", ""resolved"": null}}"
453,controls,Configuration error in Settlement System leading to financial loss,Strategic Risk,OR-003: Human Error,"{""metadata"": {""source"": ""manual"", ""priority"": ""P2"", ""assigned_to"": ""user_314"", ""tags"": [""monitoring""]}, ""financial_impact"": {""amount"": 547261.56, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-28T13:09:20.134042"", ""acknowledged"": ""2025-08-31T13:09:20.134043"", ""resolved"": ""2025-08-31T13:09:20.134044""}}","{""status"": ""resolved"", ""severity"": ""low"", ""created_date"": ""2025-08-08T13:09:20.134046""}","{""detailed_analysis"": {""root_cause_category"": ""human_error"", ""contributing_factors"": [""inadequate_training"", ""communication_breakdown"", ""vendor_issue""], ""risk_indicators"": {""probability"": 0.948659959670549, ""impact_score"": 2, ""risk_rating"": ""Low""}}, ""remediation"": {""immediate_actions"": [""Action 1: Process bypass"", ""Action 2: Process bypass""], ""long_term_solutions"": [""Solution 1: Training program""]}, ""stakeholders"": {""business_owner"": ""manager_18"", ""technical_lead"": ""tech_28"", ""risk_reviewer"": ""risk_40""}}","{""metadata"": {""source"": ""system"", ""priority"": ""P2"", ""assigned_to"": ""user_872"", ""tags"": [""resolved""]}, ""financial_impact"": {""amount"": 402664.52, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-09-04T13:09:20.134055"", ""acknowledged"": ""2025-08-24T13:09:20.134056"", ""resolved"": null}}"
454,controls,Process failure in Client Portal resulting in client disruption,Cyber Risk,OR-002: System Failure,"{""metadata"": {""source"": ""manual"", ""priority"": ""P4"", ""assigned_to"": ""user_206"", ""tags"": [""urgent"", ""resolved""]}, ""financial_impact"": {""amount"": 587780.14, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-20T13:09:20.134061"", ""acknowledged"": ""2025-08-28T13:09:20.134062"", ""resolved"": null}}","{""status"": ""pending"", ""severity"": ""medium"", ""created_date"": ""2025-08-17T13:09:20.134065""}","{""detailed_analysis"": {""root_cause_category"": ""system_failure"", ""contributing_factors"": [""process_deviation"", ""system_overload""], ""risk_indicators"": {""probability"": 0.7683468461972766, ""impact_score"": 4, ""risk_rating"": ""High""}}, ""remediation"": {""immediate_actions"": [""Action 1: Data correction"", ""Action 2: Data correction""], ""long_term_solutions"": [""Solution 1: Training program"", ""Solution 2: System upgrade""]}, ""stakeholders"": {""business_owner"": ""manager_37"", ""technical_lead"": ""tech_11"", ""risk_reviewer"": ""risk_78""}}","{""metadata"": {""source"": ""system"", ""priority"": ""P1"", ""assigned_to"": ""user_993"", ""tags"": [""review""]}, ""financial_impact"": {""amount"": 439074.8, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-09-05T13:09:20.134073"", ""acknowledged"": ""2025-08-16T13:09:20.134074"", ""resolved"": null}}"
455,controls,Performance degradation in Data Warehouse impacting data corruption,Credit Risk,LR-001: Funding Risk,"{""metadata"": {""source"": ""manual"", ""priority"": ""P2"", ""assigned_to"": ""user_295"", ""tags"": [""escalated"", ""monitoring"", ""resolved""]}, ""financial_impact"": {""amount"": 734418.3, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-27T13:09:20.134079"", ""acknowledged"": ""2025-09-02T13:09:20.134080"", ""resolved"": null}}","{""status"": ""active"", ""severity"": ""medium"", ""created_date"": ""2025-06-03T13:09:20.134082""}","{""detailed_analysis"": {""root_cause_category"": ""system_failure"", ""contributing_factors"": [""technical_debt"", ""vendor_issue""], ""risk_indicators"": {""probability"": 0.2262450802722285, ""impact_score"": 9, ""risk_rating"": ""Medium""}}, ""remediation"": {""immediate_actions"": [""Action 1: Process bypass""], ""long_term_solutions"": [""Solution 1: Control enhancement""]}, ""stakeholders"": {""business_owner"": ""manager_72"", ""technical_lead"": ""tech_89"", ""risk_reviewer"": ""risk_32""}}","{""metadata"": {""source"": ""external"", ""priority"": ""P1"", ""assigned_to"": ""user_270"", ""tags"": [""urgent""]}, ""financial_impact"": {""amount"": 795139.63, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-09T13:09:20.134090"", ""acknowledged"": ""2025-08-17T13:09:20.134091"", ""resolved"": null}}"
456,controls,Failed transaction processing in Client Portal resulting in service unavailability,Reputational Risk,OR-001: Processing Error,"{""metadata"": {""source"": ""external"", ""priority"": ""P1"", ""assigned_to"": ""user_552"", ""tags"": [""review""]}, ""financial_impact"": {""amount"": 19713.2, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-18T13:09:20.134096"", ""acknowledged"": ""2025-08-29T13:09:20.134097"", ""resolved"": ""2025-09-04T13:09:20.134098""}}","{""status"": ""active"", ""severity"": ""medium"", ""created_date"": ""2025-03-29T13:09:20.134100""}","{""detailed_analysis"": {""root_cause_category"": ""human_error"", ""contributing_factors"": [""inadequate_training"", ""process_deviation"", ""technical_debt""], ""risk_indicators"": {""probability"": 0.9637253702215746, ""impact_score"": 6, ""risk_rating"": ""Very High""}}, ""remediation"": {""immediate_actions"": [""Action 1: Process bypass"", ""Action 2: Manual override""], ""long_term_solutions"": [""Solution 1: Training program"", ""Solution 2: System upgrade""]}, ""stakeholders"": {""business_owner"": ""manager_68"", ""technical_lead"": ""tech_30"", ""risk_reviewer"": ""risk_81""}}","{""metadata"": {""source"": ""manual"", ""priority"": ""P1"", ""assigned_to"": ""user_381"", ""tags"": [""escalated"", ""monitoring""]}, ""financial_impact"": {""amount"": 284188.05, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-15T13:09:20.134109"", ""acknowledged"": ""2025-08-15T13:09:20.134110"", ""resolved"": null}}"
